NU_ANO_CENSO|CO_PESSOA_FISICA|NU_DIA|NU_MES|NU_ANO|NU_IDADE_REFERENCIA|NU_IDADE|TP_SEXO|TP_COR_RACA|TP_NACIONALIDADE|CO_PAIS_ORIGEM|CO_UF_NASC|CO_MUNICIPIO_NASC|CO_UF_END|CO_MUNICIPIO_END|TP_ZONA_RESIDENCIAL|IN_POSSUI_NEC_ESPECIAL|IN_CEGUEIRA|IN_BAIXA_VISAO|IN_SURDEZ|IN_DEF_AUDITIVA|IN_SURDOCEGUEIRA|IN_DEF_FISICA|IN_DEF_INTELECTUAL|IN_DEF_MULTIPLA|TP_ESCOLARIDADE|TP_NORMAL_MAGISTERIO|TP_SITUACAO_CURSO_1|CO_AREA_CURSO_1|CO_CURSO_1|IN_LICENCIATURA_1|IN_COM_PEDAGOGICA_1|NU_ANO_INICIO_1|NU_ANO_CONCLUSAO_1|TP_TIPO_IES_1|NO_IES_CURSO_1|CO_IES_1|TP_SITUACAO_CURSO_2|CO_AREA_CURSO_2|CO_CURSO_2|IN_LICENCIATURA_2|IN_COM_PEDAGOGICA_2|NU_ANO_INICIO_2|NU_ANO_CONCLUSAO_2|TP_TIPO_IES_2|NO_IES_CURSO_2|CO_IES_2|TP_SITUACAO_CURSO_3|CO_AREA_CURSO_3|CO_CURSO_3|IN_LICENCIATURA_3|IN_COM_PEDAGOGICA_3|NU_ANO_INICIO_3|NU_ANO_CONCLUSAO_3|TP_TIPO_IES_3|NO_IES_CURSO_3|CO_IES_3|IN_DISC_QUIMICA|IN_DISC_FISICA|IN_DISC_MATEMATICA|IN_DISC_BIOLOGIA|IN_DISC_CIENCIAS|IN_DISC_LINGUA_PORTUGUESA|IN_DISC_LINGUA_INGLES|IN_DISC_LINGUA_ESPANHOL|IN_DISC_LINGUA_FRANCES|IN_DISC_LINGUA_OUTRA|IN_DISC_LINGUA_INDIGENA|IN_DISC_ARTES|IN_DISC_EDUCACAO_FISICA|IN_DISC_HISTORIA|IN_DISC_GEOGRAFIA|IN_DISC_FILOSOFIA|IN_DISC_ENSINO_RELIGIOSO|IN_DISC_ESTUDOS_SOCIAIS|IN_DISC_SOCIOLOGIA|IN_DISC_EST_SOCIAIS_SOCIOLOGIA|IN_DISC_INFORMATICA_COMPUTACAO|IN_DISC_PROFISSIONALIZANTE|IN_DISC_ATENDIMENTO_ESPECIAIS|IN_DISC_DIVER_SOCIO_CULTURAL|IN_DISC_LIBRAS|IN_DISC_PEDAGOGICAS|IN_DISC_OUTRAS|IN_ESPECIALIZACAO|IN_MESTRADO|IN_DOUTORADO|IN_POS_NENHUM|IN_ESPECIFICO_CRECHE|IN_ESPECIFICO_PRE_ESCOLA|IN_ESPECIFICO_ANOS_INICIAIS|IN_ESPECIFICO_ANOS_FINAIS|IN_ESPECIFICO_ENS_MEDIO|IN_ESPECIFICO_EJA|IN_ESPECIFICO_ED_ESPECIAL|IN_ESPECIFICO_ED_INDIGENA|IN_ESPECIFICO_CAMPO|IN_ESPECIFICO_AMBIENTAL|IN_ESPECIFICO_DIR_HUMANOS|IN_ESPECIFICO_DIV_SEXUAL|IN_ESPECIFICO_DIR_ADOLESC|IN_ESPECIFICO_AFRO|IN_ESPECIFICO_OUTROS|IN_ESPECIFICO_NENHUM|TP_TIPO_DOCENTE|TP_TIPO_CONTRATACAO|ID_TURMA|TP_TIPO_TURMA|TP_MEDIACAO_DIDATICO_PEDAGO|IN_ESPECIAL_EXCLUSIVA|IN_REGULAR|IN_EJA|IN_PROFISSIONALIZANTE|TP_ETAPA_ENSINO|CO_CURSO_EDUC_PROFISSIONAL|CO_REGIAO|CO_MESORREGIAO|CO_MICRORREGIAO|CO_ENTIDADE|CO_UF|CO_MUNICIPIO|CO_DISTRITO|TP_DEPENDENCIA|TP_LOCALIZACAO|TP_CATEGORIA_ESCOLA_PRIVADA|IN_CONVENIADA_PP|TP_CONVENIO_PODER_PUBLICO|IN_MANT_ESCOLA_PRIVADA_EMP|IN_MANT_ESCOLA_PRIVADA_ONG|IN_MANT_ESCOLA_PRIVADA_SIND|IN_MANT_ESCOLA_PRIVADA_SIST_S|IN_MANT_ESCOLA_PRIVADA_S_FINS|TP_REGULAMENTACAO|TP_LOCALIZACAO_DIFERENCIADA|IN_EDUCACAO_INDIGENA
2015|120129204462|13|12|1988|26|27|2|1|1|76|35|3507605|35|3556354|2|0|||||||||4|3|1|1|145F15|1|||2013|1|FACULDADE DE CIENCIAS E LETRAS DE BRAGANCA PAULISTA|495|||||||||||||||||||||||0||0|0|1|0|0|0|0|0|0|0|0|0|0|0||0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|3301359|0|1|0|1|0|0|16||3|3110|31052|31311413|31|3125101|312510105|3|2|||||||||1|0|0
2015|120129204462|13|12|1988|26|27|2|1|1|76|35|3507605|35|3556354|2|0|||||||||4|3|1|1|145F15|1|||2013|1|FACULDADE DE CIENCIAS E LETRAS DE BRAGANCA PAULISTA|495|||||||||||||||||||||||0||0|0|1|0|0|0|0|0|0|0|0|0|0|0||0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|3302263|0|1|0|1|0|0|17||3|3110|31052|31311413|31|3125101|312510105|3|2|||||||||1|0|0
2015|120129204462|13|12|1988|26|27|2|1|1|76|35|3507605|35|3556354|2|0|||||||||4|3|1|1|145F15|1|||2013|1|FACULDADE DE CIENCIAS E LETRAS DE BRAGANCA PAULISTA|495|||||||||||||||||||||||0||0|0|1|0|0|0|0|0|0|0|0|0|0|0||0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|3302339|0|1|0|1|0|0|18||3|3110|31052|31311413|31|3125101|312510105|3|2|||||||||1|0|0
2015|122081376635|20|7|1984|30|31|2|1|1|76|35|3550308|35|3550308|1|0|||||||||3|0|||||||||||||||||||||||||||||||0|0|1|0|1|1|0|0|0|0|0|1|1|1|1|0|1|0|0|0|0||||0||1|||||1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|4734989|0|1|0|1|0|0|22||3|3102|31003|31063908|31|3135209|313520925|3|2|||||||||1|0|0
2015|118144648594|19|9|1988|26|27|2|1|1|76|35|3507605|35|3556354|1|0|||||||||4|3|1|1|142P01|1|||2008|2|UNIVERSIDADE SAO FRANCISCO|670|||||||||||||||||||||||0||0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0||||0||1|1|0|0|0|1|1|0|1|1|1|1|0|0|1|1|0|1|1|1|0|1|2|3002124|0|1|0|1|0|0|16||3|3110|31052|31353396|31|3125101|312510105|3|1|||||||||1|0|0
2015|118144648594|19|9|1988|26|27|2|1|1|76|35|3507605|35|3556354|1|0|||||||||4|3|1|1|142P01|1|||2008|2|UNIVERSIDADE SAO FRANCISCO|670|||||||||||||||||||||||0||0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0||||0||1|1|0|0|0|1|1|0|1|1|1|1|0|0|1|1|0|1|1|1|0|1|2|3003477|0|1|0|1|0|0|17||3|3110|31052|31353396|31|3125101|312510105|3|1|||||||||1|0|0
2015|121504864580|12|4|1982|33|33|2|1|1|76|31|3125101|35|3556354|1|0|||||||||4|3|1|1|145F02|1|||2007|1|FACULDADE DE CIENCIAS E LETRAS DE BRAGANCA PAULISTA|495|||||||||||||||||||||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1||372457|0|1|0|1|0|0|20||3|3110|31052|31250058|31|3125101|312510105|4|1|1|0||1|0|0|0|0|1|0|0
2015|118144648594|19|9|1988|26|27|2|1|1|76|35|3507605|35|3556354|1|0|||||||||4|3|1|1|142P01|1|||2008|2|UNIVERSIDADE SAO FRANCISCO|670|||||||||||||||||||||||0||0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0||||0||1|1|0|0|0|1|1|0|1|1|1|1|0|0|1|1|0|1|1|1|0|1|2|3001983|0|1|0|1|0|0|16||3|3110|31052|31353396|31|3125101|312510105|3|1|||||||||1|0|0
2015|114613506203|26|5|1994|21|21|2|0|1|76|35|3556354|35|3556354|1|0|||||||||4|3|1|1|142P01|1|||2014|2|INSTITUTO SUPERIOR DE EDUCACAO DA FACULDADE DE CIENCIAS E LETRAS DE ARARAS|3150||||||||||||||||||||||||||||||||||||||||||||||||1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2||5974377|0|1|0|1|0|0|2||3|3110|31052|31335100|31|3125101|312510105|3|1|||||||||1|0|0
2015|120129204462|13|12|1988|26|27|2|1|1|76|35|3507605|35|3556354|2|0|||||||||4|3|1|1|145F15|1|||2013|1|FACULDADE DE CIENCIAS E LETRAS DE BRAGANCA PAULISTA|495|||||||||||||||||||||||0||0|0|1|0|0|0|0|0|0|0|0|0|0|0||0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|3027945|0|1|0|1|0|0|15||3|3110|31052|31059226|31|3125101|312510105|3|1|||||||||1|0|0
2015|119780711839|22|9|1987|27|28|1|1|1|76|35|3556354|35|3556354|1|0|||||||||4|3|1|9|999990|1|||2008|1|FACULDADE DE CIENCIAS E LETRAS DE BRAGANCA PAULISTA|495|||||||||||||||||||||0|0|0|0||0|0|0|0|0|0|0|1|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1||1250101|0|1|0|1|0|0|26||3|3110|31052|31324221|31|3125101|312510105|4|1|1|0||1|0|0|0|0|1|0|0
2015|119780711839|22|9|1987|27|28|1|1|1|76|35|3556354|35|3556354|1|0|||||||||4|3|1|9|999990|1|||2008|1|FACULDADE DE CIENCIAS E LETRAS DE BRAGANCA PAULISTA|495|||||||||||||||||||||0|0|0|0||0|0|0|0|0|0|0|1|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1||1247454|0|1|0|1|0|0|25||3|3110|31052|31324221|31|3125101|312510105|4|1|1|0||1|0|0|0|0|1|0|0
2015|118144648594|19|9|1988|26|27|2|1|1|76|35|3507605|35|3556354|1|0|||||||||4|3|1|1|142P01|1|||2008|2|UNIVERSIDADE SAO FRANCISCO|670|||||||||||||||||||||||0||0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0||||0||1|1|0|0|0|1|1|0|1|1|1|1|0|0|1|1|0|1|1|1|0|1|2|3002429|0|1|0|1|0|0|16||3|3110|31052|31353396|31|3125101|312510105|3|1|||||||||1|0|0
2015|119780711839|22|9|1987|27|28|1|1|1|76|35|3556354|35|3556354|1|0|||||||||4|3|1|9|999990|1|||2008|1|FACULDADE DE CIENCIAS E LETRAS DE BRAGANCA PAULISTA|495|||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1||2162575|0|1|0|1|0|0|41||3|3110|31052|31264342|31|3125101|312510105|4|1|1|0||1|0|0|0|0|1|0|0
2015|119780711839|22|9|1987|27|28|1|1|1|76|35|3556354|35|3556354|1|0|||||||||4|3|1|9|999990|1|||2008|1|FACULDADE DE CIENCIAS E LETRAS DE BRAGANCA PAULISTA|495|||||||||||||||||||||0|0|0|0||0|0|0|0|0|0|0|1|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1||4215745|0|1|0|1|0|0|27||3|3110|31052|31324221|31|3125101|312510105|4|1|1|0||1|0|0|0|0|1|0|0
2015|118144648594|19|9|1988|26|27|2|1|1|76|35|3507605|35|3556354|1|0|||||||||4|3|1|1|142P01|1|||2008|2|UNIVERSIDADE SAO FRANCISCO|670|||||||||||||||||||||||0||0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0||||0||1|1|0|0|0|1|1|0|1|1|1|1|0|0|1|1|0|1|1|1|0|1|2|3001837|0|1|0|1|0|0|15||3|3110|31052|31353396|31|3125101|312510105|3|1|||||||||1|0|0
2015|118483136758|22|5|1981|34|34|1|3|1|76|35|3556354|35|3556354|1|0|||||||||4|3|1|1|146F15|1|||2004|1|FACULDADE DE CIENCIAS E LETRAS DE BRAGANCA PAULISTA|495|||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0||0|0|0||||0||0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|3507393|0|1|0|1|0|0|19||3|3110|31052|31321982|31|3125101|312510105|3|1|||||||||1|0|0
2015|120129204462|13|12|1988|26|27|2|1|1|76|35|3507605|35|3556354|2|0|||||||||4|3|1|1|145F15|1|||2013|1|FACULDADE DE CIENCIAS E LETRAS DE BRAGANCA PAULISTA|495|||||||||||||||||||||||0||0|0|1|0|0|0|0|0|0|0|0|0|0|0||0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|3302137|0|1|0|1|0|0|16||3|3110|31052|31311413|31|3125101|312510105|3|2|||||||||1|0|0
2015|114613506203|26|5|1994|21|21|2|0|1|76|35|3556354|35|3556354|1|0|||||||||4|3|1|1|142P01|1|||2014|2|INSTITUTO SUPERIOR DE EDUCACAO DA FACULDADE DE CIENCIAS E LETRAS DE ARARAS|3150||||||||||||||||||||||||||||||||||||||||||||||||1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2||114627|0|1|0|1|0|0|2||3|3110|31052|31335100|31|3125101|312510105|3|1|||||||||1|0|0
2015|118144648594|19|9|1988|26|27|2|1|1|76|35|3507605|35|3556354|1|0|||||||||4|3|1|1|142P01|1|||2008|2|UNIVERSIDADE SAO FRANCISCO|670||||||||||||||||||||||||||||||||||||||||||||||||1|0|0|0|1|1|0|1|1|1|1|0|0|1|1|0|1|1|1|0|1|1|3065154|0|1|0|1|0|0|2||3|3110|31052|31335100|31|3125101|312510105|3|1|||||||||1|0|0
2015|119780711839|22|9|1987|27|28|1|1|1|76|35|3556354|35|3556354|1|0|||||||||4|3|1|9|999990|1|||2008|1|FACULDADE DE CIENCIAS E LETRAS DE BRAGANCA PAULISTA|495|||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1||2161642|0|1|0|1|0|0|20||3|3110|31052|31264342|31|3125101|312510105|4|1|1|0||1|0|0|0|0|1|0|0
2015|120042082608|8|2|1988|27|27|2|1|1|76|35|3538006|35|3548203|2|0|||||||||4|3|1|1|145F15|1|||2010|1|UNIVERSIDADE DE TAUBATE|665|||||||||||||||||||||0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|1|1|3871245|0|1|0|1|0|0|41||3|3110|31052|31061654|31|3165404|316540405|3|2|||||||||1|0|0
2015|118450212234|7|1|1980|35|35|2|1|1|76|35|3530508|35|3530508|1|0|||||||||4|3|1|1|142P01|1|||2001|1|FACULDADES DA FUNDACAO DE ENSINO DE MOCOCA|170|||||||||||||||||||||||1||1|1|0|0|0|0|0|0|0|1|1|0|1|0||0|0||||0||0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1||3407180|0|1|0|1|0|0|15||3|3110|31048|31317161|31|3104106|310410605|4|1|1|0||1|0|0|0|0|1|0|0
2015|127274331581|25|10|1988|26|27|2|1|1|76|35|3513900|35|3513900|1|0|||||||||4|3|1|1|145F01|1|||2009|2|FATECE FACULDADE DE TECNOLOGIA, CIENCIAS E EDUCACAO|4007|||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|5959910|0|1|0|1|0|0|20||3|3110|31051|31124834|31|3151800|315180005|3|1|||||||||1|0|0
2015|118483136758|22|5|1981|34|34|1|3|1|76|35|3556354|35|3556354|1|0|||||||||4|3|1|1|146F15|1|||2004|1|FACULDADE DE CIENCIAS E LETRAS DE BRAGANCA PAULISTA|495|||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0||0|0|0||||0||0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|3279153|0|1|0|1|0|0|20||3|3110|31052|31273121|31|3125101|312510105|3|1|||||||||1|0|0
2015|121091667208|13|10|1980|34|35|2|1|1|76|35|3507605|35|3556354|1|0|||||||||4|3|1|1|142P01|1|||2010|2|UNIVERSIDADE LUTERANA DO BRASIL|449|||||||||||||||||||||||1||1|1|0|0|0|0|0|1|0|1|1|0|1|0||0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|3512198|0|1|0|1|0|0|17||3|3110|31052|31059072|31|3125101|312510105|3|2|||||||||1|0|0
2015|120129204462|13|12|1988|26|27|2|1|1|76|35|3507605|35|3556354|2|0|||||||||4|3|1|1|145F15|1|||2013|1|FACULDADE DE CIENCIAS E LETRAS DE BRAGANCA PAULISTA|495|||||||||||||||||||||||0||0|0|1|0|0|0|0|0|0|0|0|0|0|0||0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|3027753|0|1|0|1|0|0|14||3|3110|31052|31059226|31|3125101|312510105|3|1|||||||||1|0|0
2015|121504864580|12|4|1982|33|33|2|1|1|76|31|3125101|35|3556354|1|0|||||||||4|3|1|1|145F02|1|||2007|1|FACULDADE DE CIENCIAS E LETRAS DE BRAGANCA PAULISTA|495|||||||||||||||||||||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1||372863|0|1|0|1|0|0|21||3|3110|31052|31250058|31|3125101|312510105|4|1|1|0||1|0|0|0|0|1|0|0
2015|119780711839|22|9|1987|27|28|1|1|1|76|35|3556354|35|3556354|1|0|||||||||4|3|1|9|999990|1|||2008|1|FACULDADE DE CIENCIAS E LETRAS DE BRAGANCA PAULISTA|495|||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1||2160783|0|1|0|1|0|0|19||3|3110|31052|31264342|31|3125101|312510105|4|1|1|0||1|0|0|0|0|1|0|0
2015|115042716962|27|9|1963|51|52|1|1|1|76|31|3171303|35|3550308|1|0|||||||||4|3|1|1|145F21|1|||1989|1|UNIVERSIDADE FEDERAL DE VICOSA|8|1|6|621E03|0|1||1989|1|UNIVERSIDADE FEDERAL DE VICOSA|8|||||||||||1|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|5050811|0|1|0|1|0|0|25||3|3107|31033|31106496|31|3146107|314610705|2|1|||||||||1|0|0
2015|115042716962|27|9|1963|51|52|1|1|1|76|31|3171303|35|3550308|1|0|||||||||4|3|1|1|145F21|1|||1989|1|UNIVERSIDADE FEDERAL DE VICOSA|8|1|6|621E03|0|1||1989|1|UNIVERSIDADE FEDERAL DE VICOSA|8|||||||||||1|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|5050823|0|1|0|0|1|0|71||3|3107|31033|31106496|31|3146107|314610705|2|1|||||||||1|0|0
2015|115042716962|27|9|1963|51|52|1|1|1|76|31|3171303|35|3550308|1|0|||||||||4|3|1|1|145F21|1|||1989|1|UNIVERSIDADE FEDERAL DE VICOSA|8|1|6|621E03|0|1||1989|1|UNIVERSIDADE FEDERAL DE VICOSA|8|||||||||||1|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|5050821|0|1|0|1|0|0|27||3|3107|31033|31106496|31|3146107|314610705|2|1|||||||||1|0|0
2015|115042716962|27|9|1963|51|52|1|1|1|76|31|3171303|35|3550308|1|0|||||||||4|3|1|1|145F21|1|||1989|1|UNIVERSIDADE FEDERAL DE VICOSA|8|1|6|621E03|0|1||1989|1|UNIVERSIDADE FEDERAL DE VICOSA|8|||||||||||1|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|5050820|0|1|0|1|0|0|27||3|3107|31033|31106496|31|3146107|314610705|2|1|||||||||1|0|0
2015|120042082608|8|2|1988|27|27|2|1|1|76|35|3538006|35|3548203|2|0|||||||||4|3|1|1|145F15|1|||2010|1|UNIVERSIDADE DE TAUBATE|665|||||||||||||||||||||0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|1|1|3978678|0|1|0|1|0|0|21||3|3110|31052|31061654|31|3165404|316540405|3|2|||||||||1|0|0
2015|120042082608|8|2|1988|27|27|2|1|1|76|35|3538006|35|3548203|2|0|||||||||4|3|1|1|145F15|1|||2010|1|UNIVERSIDADE DE TAUBATE|665|||||||||||||||||||||0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|1|1|3858365|0|1|0|1|0|0|19||3|3110|31052|31061654|31|3165404|316540405|3|2|||||||||1|0|0
2015|120042082608|8|2|1988|27|27|2|1|1|76|35|3538006|35|3548203|2|0|||||||||4|3|1|1|145F15|1|||2010|1|UNIVERSIDADE DE TAUBATE|665|||||||||||||||||||||0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|1|1|3985453|0|1|0|1|0|0|20||3|3110|31052|31061654|31|3165404|316540405|3|2|||||||||1|0|0
2015|124903604771|5|2|1991|24|24|1|0|1|76|35|3509700|35|3548203|1|0|||||||||4|3|1|1|146F15|1|||2013|1|UNIVERSIDADE FEDERAL DE LAVRAS|592|||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|3871245|0|1|0|1|0|0|41||3|3110|31052|31061654|31|3165404|316540405|3|2|||||||||1|0|0
2015|124903604771|5|2|1991|24|24|1|0|1|76|35|3509700|35|3548203|1|0|||||||||4|3|1|1|146F15|1|||2013|1|UNIVERSIDADE FEDERAL DE LAVRAS|592||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|3711712|0|1|0|1|0|0|2||3|3110|31052|31061654|31|3165404|316540405|3|2|||||||||1|0|0
2015|124903604771|5|2|1991|24|24|1|0|1|76|35|3509700|35|3548203|1|0|||||||||4|3|1|1|146F15|1|||2013|1|UNIVERSIDADE FEDERAL DE LAVRAS|592|||||||||||||||||||||||0||0|0|0|0|0|0|0|0|1|0|0|0|0|0||0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|3710930|0|1|0|1|0|0|15||3|3110|31052|31061654|31|3165404|316540405|3|2|||||||||1|0|0
2015|124903604771|5|2|1991|24|24|1|0|1|76|35|3509700|35|3548203|1|0|||||||||4|3|1|1|146F15|1|||2013|1|UNIVERSIDADE FEDERAL DE LAVRAS|592|||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|3978678|0|1|0|1|0|0|21||3|3110|31052|31061654|31|3165404|316540405|3|2|||||||||1|0|0
2015|124903604771|5|2|1991|24|24|1|0|1|76|35|3509700|35|3548203|1|0|||||||||4|3|1|1|146F15|1|||2013|1|UNIVERSIDADE FEDERAL DE LAVRAS|592|||||||||||||||||||||||0||0|0|0|0|0|0|0|0|1|0|0|0|0|0||0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|3710080|0|1|0|1|0|0|16||3|3110|31052|31061654|31|3165404|316540405|3|2|||||||||1|0|0
2015|122529697921|6|11|1975|39|40|2|1|1|76|31|3151800|35|3513900|1|0|||||||||4|3|1|1|145F14|1|||1997|2|PONTIFICIA UNIVERSIDADE CATOLICA DE MINAS GERAIS|338||||||||||||||||||||||||||||||||||||||||||||||||1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|3||4077874|4|1|||||||3|3110|31051|31340430|31|3151800|315180005|3|1|||||||||1|0|0
2015|121504864580|12|4|1982|33|33|2|1|1|76|31|3125101|35|3556354|1|0|||||||||4|3|1|1|145F02|1|||2007|1|FACULDADE DE CIENCIAS E LETRAS DE BRAGANCA PAULISTA|495|||||||||||||||||||||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1||5473492|0|1|0|1|0|0|19||3|3110|31052|31250058|31|3125101|312510105|4|1|1|0||1|0|0|0|0|1|0|0
2015|115042716962|27|9|1963|51|52|1|1|1|76|31|3171303|35|3550308|1|0|||||||||4|3|1|1|145F21|1|||1989|1|UNIVERSIDADE FEDERAL DE VICOSA|8|1|6|621E03|0|1||1989|1|UNIVERSIDADE FEDERAL DE VICOSA|8|||||||||||1|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|5050822|0|1|0|0|1|0|71||3|3107|31033|31106496|31|3146107|314610705|2|1|||||||||1|0|0
2015|115042716962|27|9|1963|51|52|1|1|1|76|31|3171303|35|3550308|1|0|||||||||4|3|1|1|145F21|1|||1989|1|UNIVERSIDADE FEDERAL DE VICOSA|8|1|6|621E03|0|1||1989|1|UNIVERSIDADE FEDERAL DE VICOSA|8|||||||||||1|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|5050819|0|1|0|1|0|0|27||3|3107|31033|31106496|31|3146107|314610705|2|1|||||||||1|0|0
2015|115042716962|27|9|1963|51|52|1|1|1|76|31|3171303|35|3550308|1|0|||||||||4|3|1|1|145F21|1|||1989|1|UNIVERSIDADE FEDERAL DE VICOSA|8|1|6|621E03|0|1||1989|1|UNIVERSIDADE FEDERAL DE VICOSA|8|||||||||||1|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|5050814|0|1|0|1|0|0|25||3|3107|31033|31106496|31|3146107|314610705|2|1|||||||||1|0|0
